id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0289113,1,2016-02-18 20:14:36,2016-02-18 20:23:21,1,-73.96568298339844,40.759613037109375,-73.98238372802734,40.748634338378906,N,525
id2813215,1,2016-03-06 13:54:57,2016-03-06 14:16:58,1,-73.99561309814453,40.7446403503418,-73.98929595947266,40.718406677246094,N,1321
id0822876,2,2016-01-16 23:36:59,2016-01-16 23:50:06,1,-73.87442779541014,40.774028778076165,-73.9566879272461,40.74605178833008,N,787
id3536373,1,2016-02-14 17:26:54,2016-02-14 17:47:41,1,-74.00845336914062,40.74638366699219,-73.96708679199217,40.76372909545898,N,1247
id3597488,2,2016-04-03 01:45:18,2016-04-03 02:08:46,1,-73.9918212890625,40.7152099609375,-73.97628021240233,40.77972030639648,N,1408
id2759252,2,2016-02-27 09:36:49,2016-02-27 09:43:19,2,-73.9724884033203,40.79330825805664,-73.95941162109375,40.80934143066406,N,390
id2337460,2,2016-05-24 09:17:11,2016-05-24 09:26:56,2,-73.97764587402342,40.76351165771485,-73.98046875,40.75618743896485,N,585
id1159360,2,2016-01-25 15:46:47,2016-01-25 16:00:01,1,-74.00163269042967,40.71578979492188,-74.0160903930664,40.709999084472656,N,794
id3102608,1,2016-05-14 19:49:33,2016-05-14 20:08:27,2,-73.99570465087889,40.730594635009766,-73.9846420288086,40.72031021118164,N,1134
id3700578,2,2016-02-20 16:08:43,2016-02-20 16:13:39,1,-73.97798919677734,40.75276947021485,-73.98879241943358,40.757118225097656,N,296
id1649179,2,2016-02-17 02:09:06,2016-02-17 02:12:45,1,-73.98165130615233,40.74660873413086,-73.96929168701173,40.75537872314453,N,219
id3656770,2,2016-06-30 10:34:15,2016-06-30 10:49:09,1,-73.96200561523438,40.755725860595696,-73.95844268798828,40.78142929077149,N,894
id3675618,2,2016-02-28 18:47:50,2016-02-28 18:57:09,1,-73.9912567138672,40.72389602661133,-73.99893951416014,40.73429870605469,N,559
id0805555,2,2016-04-25 18:50:37,2016-04-25 19:00:51,4,-73.98384094238281,40.7464599609375,-74.00221252441406,40.734493255615234,N,614
id3854266,2,2016-02-25 21:18:52,2016-02-25 21:35:15,2,-73.98277282714845,40.72296524047852,-73.95171356201173,40.76960754394531,N,983
id2950940,2,2016-06-16 11:42:14,2016-06-16 12:05:04,1,-74.0155029296875,40.711273193359375,-73.97079467773438,40.75584411621094,N,1370
id3893146,1,2016-03-20 20:20:32,2016-03-20 20:50:28,1,-74.00206756591797,40.740264892578125,-74.01789093017578,40.709522247314446,N,1796
id3362627,2,2016-06-09 21:26:26,2016-06-09 21:30:07,2,-74.01387786865233,40.7133903503418,-74.00618743896483,40.71686172485352,N,221
id0578870,1,2016-04-14 16:24:43,2016-04-14 16:31:14,1,-73.9685287475586,40.760963439941406,-73.961669921875,40.75875473022461,N,391
id1203105,1,2016-03-14 23:20:23,2016-03-14 23:26:11,1,-73.96949768066406,40.75766754150391,-73.94623565673827,40.77730941772461,N,348
id1008684,1,2016-01-04 07:23:49,2016-01-04 07:32:29,1,-73.99427032470702,40.75098419189453,-73.97462463378906,40.75081253051758,N,520
id3996332,2,2016-01-27 00:14:52,2016-01-27 00:36:14,1,-73.97469329833984,40.75508880615234,-74.00581359863281,40.7086181640625,N,1282
id0955277,2,2016-03-05 11:44:13,2016-03-05 11:56:06,1,-73.95011901855469,40.771766662597656,-73.97205352783203,40.76082611083984,N,713
id3292037,1,2016-02-18 22:31:03,2016-02-18 22:35:56,2,-73.95603942871092,40.78485870361328,-73.96976470947266,40.768821716308594,N,293
id0541523,1,2016-02-17 17:30:15,2016-02-17 17:40:34,1,-73.98919677734375,40.74100875854492,-73.9939956665039,40.72303009033203,N,619
id1155968,2,2016-06-26 10:46:11,2016-06-26 10:57:53,2,-73.9911880493164,40.730010986328125,-73.97322845458984,40.752826690673835,N,702
id2909600,2,2016-03-26 17:14:35,2016-03-26 17:28:07,1,-73.97972869873048,40.765640258789055,-73.95899963378906,40.78346633911133,N,812
id2474032,1,2016-01-27 20:07:52,2016-01-27 20:21:39,1,-73.9537811279297,40.767120361328125,-73.9648208618164,40.79264068603516,N,827
id0953783,1,2016-04-01 02:08:29,2016-04-01 02:16:13,1,-73.98601531982422,40.75265884399414,-74.00045776367188,40.729995727539055,N,464
id3776808,1,2016-05-20 03:43:01,2016-05-20 03:48:55,1,-73.95823669433594,40.784400939941406,-73.98329162597656,40.7623176574707,N,354
id2331909,2,2016-01-30 14:16:47,2016-01-30 14:31:41,1,-73.99700927734375,40.72898864746094,-73.9769515991211,40.72901153564453,N,894
id1599128,2,2016-06-02 07:20:00,2016-06-02 07:32:49,1,-73.93328094482422,40.79521179199219,-73.96549224853516,40.79563903808594,N,769
id0924831,1,2016-03-29 18:35:44,2016-03-29 19:02:09,1,-73.9534454345703,40.776042938232415,-73.98876953125,40.76021194458008,N,1585
id1106419,2,2016-05-31 10:49:14,2016-05-31 11:38:54,1,-73.78194427490233,40.64469146728516,-73.96700286865233,40.7985954284668,N,2980
id0705355,2,2016-05-07 21:55:11,2016-05-07 21:55:37,1,-73.98879241943358,40.73111343383789,-73.98885345458984,40.73099136352539,N,26
id0996733,1,2016-03-12 05:08:40,2016-03-12 05:24:35,1,-74.00537109375,40.739891052246094,-73.97808837890625,40.77720642089844,N,955
id2887457,2,2016-01-28 20:46:52,2016-01-28 20:55:48,1,-74.0077133178711,40.70663070678711,-73.99207305908203,40.7256088256836,N,536
id2755380,1,2016-01-15 20:16:03,2016-01-15 20:30:44,1,-73.98298645019531,40.726726531982415,-73.98067474365233,40.7423210144043,Y,881
id2394980,2,2016-06-07 19:21:39,2016-06-07 19:41:51,1,-73.95413970947266,40.741565704345696,-73.95413970947266,40.741565704345696,N,1212
id1850083,2,2016-05-11 14:16:32,2016-05-11 14:35:15,1,-73.98148345947266,40.752811431884766,-74.00660705566406,40.7415885925293,N,1123
id0498666,2,2016-06-18 08:18:26,2016-06-18 08:35:35,1,-73.98474884033203,40.75893020629882,-74.01329040527344,40.71302032470703,N,1029
id1259494,1,2016-01-01 04:15:37,2016-01-01 04:28:14,1,-73.92048645019531,40.7596549987793,-73.8894271850586,40.76758193969727,N,757
id3968230,2,2016-04-16 00:10:25,2016-04-16 00:23:17,3,-73.9832992553711,40.762401580810554,-73.98690795898438,40.74039077758789,N,772
id2259394,2,2016-04-03 13:26:41,2016-04-03 13:33:36,1,-73.96175384521484,40.77669143676758,-73.93904113769531,40.804718017578125,N,415
id0432571,1,2016-04-29 22:46:59,2016-04-29 23:13:25,1,-73.99114227294923,40.73746109008789,-73.9749984741211,40.78281021118164,N,1586
id1019079,2,2016-04-05 14:54:11,2016-04-05 15:04:52,1,-73.9699478149414,40.76033782958984,-73.98977661132812,40.73927688598633,N,641
id2823259,1,2016-04-30 20:07:53,2016-04-30 20:16:02,1,-73.98746490478516,40.750591278076165,-73.98928833007811,40.75807189941406,N,489
id3164227,2,2016-04-01 20:44:36,2016-04-01 21:02:04,1,-73.9783935546875,40.74824905395508,-73.9329376220703,40.765789031982415,N,1048
id2716416,1,2016-06-07 14:05:27,2016-06-07 14:11:45,1,-73.99837493896483,40.719993591308594,-73.99674224853516,40.72564315795898,N,378
id3753269,2,2016-04-15 06:05:52,2016-04-15 06:16:09,1,-73.97962951660156,40.73286056518555,-73.96790313720702,40.7629508972168,N,617
id2187882,1,2016-02-26 18:48:43,2016-02-26 18:57:11,1,-73.99217987060547,40.748241424560554,-73.97811889648438,40.75115203857422,N,508
id0398188,1,2016-05-21 21:32:58,2016-05-21 21:50:40,1,-73.96244049072266,40.778587341308594,-73.9835205078125,40.738384246826165,N,1062
id0762407,2,2016-03-23 16:27:08,2016-03-23 16:29:30,1,-73.99359130859375,40.747650146484375,-73.99054718017578,40.74045944213867,N,142
id3412994,2,2016-06-22 10:11:22,2016-06-22 10:27:14,2,-73.98216247558594,40.7318115234375,-73.97821807861328,40.75157928466797,N,952
id1433474,1,2016-03-23 20:50:15,2016-03-23 20:54:11,1,-73.97374725341797,40.78296661376953,-73.97798156738281,40.77357482910156,N,236
id2355952,2,2016-04-01 10:37:41,2016-04-01 10:51:49,1,-73.99462127685547,40.75055313110352,-73.97956848144531,40.76444625854492,N,848
id0797603,2,2016-06-04 17:46:48,2016-06-04 17:52:25,1,-73.9824676513672,40.77458953857422,-73.9705581665039,40.79384994506836,N,337
id0419286,1,2016-02-17 17:47:37,2016-02-17 18:21:57,1,-73.86365509033203,40.769779205322266,-74.01474761962889,40.70955657958984,N,2060
id1716965,2,2016-03-19 00:50:07,2016-03-19 01:13:31,1,-73.9825439453125,40.7619514465332,-73.90743255615233,40.75715637207031,N,1404
id2692435,1,2016-03-31 18:59:05,2016-03-31 19:03:35,1,-73.99478912353516,40.7457160949707,-73.99410247802734,40.73417663574219,N,270
id1214065,2,2016-06-12 16:32:08,2016-06-12 16:37:14,2,-73.97382354736328,40.755950927734375,-73.9618911743164,40.768211364746094,N,306
id3475936,2,2016-01-03 17:30:18,2016-01-03 18:18:15,6,-73.97711944580078,40.76438903808594,-73.78436279296875,40.64337158203125,N,2877
id3122086,1,2016-01-07 21:00:43,2016-01-07 21:07:13,1,-73.9541473388672,40.77969741821289,-73.96360015869139,40.7657470703125,N,390
id1462222,2,2016-05-21 08:56:09,2016-05-21 09:17:54,1,-73.99075317382812,40.75584030151367,-73.9983901977539,40.712940216064446,N,1305
id1678215,2,2016-05-01 20:26:21,2016-05-01 20:39:42,1,-73.95275115966798,40.77640151977539,-73.98580169677734,40.72216033935546,N,801
id2290358,2,2016-03-29 17:39:12,2016-03-29 17:51:01,1,-73.9691390991211,40.785541534423835,-73.95394897460938,40.766498565673835,N,709
id1195500,1,2016-03-16 06:43:13,2016-03-16 06:49:29,1,-73.98360443115233,40.73815155029297,-73.97237396240233,40.75891876220703,N,376
id1274234,1,2016-02-17 19:02:27,2016-02-17 19:07:24,1,-73.98919677734375,40.77366256713867,-73.98284912109375,40.76790618896485,N,297
id0351735,1,2016-05-20 23:35:07,2016-05-20 23:36:47,1,-73.98768615722656,40.77041244506836,-73.99259185791014,40.76818084716797,N,100
id1514035,2,2016-06-21 23:46:01,2016-06-21 23:49:35,2,-74.0027084350586,40.73389434814453,-74.00079345703125,40.74200820922852,N,214
id0565369,2,2016-04-20 14:43:25,2016-04-20 15:18:27,1,-73.970703125,40.764678955078125,-73.99871826171875,40.75450897216797,N,2102
id0124017,1,2016-02-20 20:48:48,2016-02-20 21:17:32,1,-73.78180694580078,40.64264297485352,-73.97403717041014,40.74715423583984,N,1724
id0476499,2,2016-04-22 15:41:10,2016-04-22 15:46:42,1,-73.98750305175781,40.72468948364258,-73.9898910522461,40.7335090637207,N,332
id1955328,2,2016-03-05 16:04:52,2016-03-05 16:33:36,1,-73.99414825439453,40.75102996826172,-74.0002670288086,40.71994400024414,N,1724
id1224383,1,2016-06-04 09:36:25,2016-06-04 09:51:25,1,-73.97430419921875,40.7417221069336,-74.00535583496092,40.72730255126953,N,900
id2959900,1,2016-04-21 18:38:24,2016-04-21 18:58:38,1,-74.0023422241211,40.74003601074219,-73.98896026611328,40.75208282470703,N,1214
id3073317,2,2016-04-23 12:43:21,2016-04-23 12:53:47,1,-73.98979949951173,40.76722717285156,-74.00245666503906,40.745113372802734,N,626
id2884543,2,2016-06-25 23:17:11,2016-06-25 23:29:20,1,-73.9586639404297,40.716991424560554,-73.94308471679686,40.70585250854492,N,729
id0785678,2,2016-02-10 17:56:28,2016-02-10 18:04:33,1,-73.97441864013672,40.78342819213867,-73.9609832763672,40.77922058105469,N,485
id3186974,2,2016-03-17 18:25:07,2016-03-17 18:38:33,1,-73.98027038574217,40.7842903137207,-73.95144653320312,40.77010726928711,N,806
id0913693,2,2016-05-24 09:18:15,2016-05-24 09:28:02,1,-73.97737884521484,40.754859924316406,-73.98883819580078,40.74496841430664,N,587
id3549666,1,2016-03-22 03:31:21,2016-03-22 03:53:08,1,-74.00676727294923,40.74430084228516,-73.99488067626953,40.66501235961913,N,1307
id1064630,2,2016-06-16 20:23:49,2016-06-16 20:31:14,1,-73.95171356201173,40.76622009277344,-73.9693603515625,40.75376892089844,N,445
id0360600,1,2016-06-04 02:47:45,2016-06-04 02:52:22,1,-73.97978973388672,40.75494766235352,-73.9929428100586,40.74129486083984,N,277
id0763621,2,2016-01-17 01:46:40,2016-01-17 01:58:44,2,-74.00086212158203,40.73622894287109,-73.97994995117188,40.745960235595696,N,724
id0026937,2,2016-04-04 17:01:42,2016-04-04 17:05:08,1,-73.95459747314453,40.7783088684082,-73.94857025146483,40.78485107421875,N,206
id0941827,2,2016-03-15 04:23:11,2016-03-15 04:44:30,1,-73.98841094970702,40.76171875,-73.87077331542967,40.77404022216797,N,1279
id1014196,1,2016-05-10 11:33:46,2016-05-10 11:44:31,1,-73.9491195678711,40.773262023925774,-73.95244598388672,40.7894401550293,N,645
id2031888,2,2016-05-09 13:05:55,2016-05-09 13:09:00,1,-73.98198699951173,40.77532958984375,-73.98291015625,40.78208160400391,N,185
id0358993,1,2016-03-19 11:48:51,2016-03-19 11:57:10,1,-73.99665069580078,40.742671966552734,-74.00019836425781,40.72673797607422,N,499
id0878229,1,2016-04-26 19:58:50,2016-04-26 20:08:23,1,-73.98210906982422,40.77312469482422,-73.97470855712889,40.783203125,N,573
id0359896,1,2016-02-22 10:17:52,2016-02-22 10:39:11,1,-73.98020935058595,40.77063751220703,-73.97562408447266,40.75052261352539,N,1279
id1171295,1,2016-05-06 06:17:15,2016-05-06 06:29:33,2,-74.01436614990233,40.7181396484375,-73.98375701904298,40.75502395629882,N,738
id3161107,1,2016-04-17 13:20:49,2016-04-17 13:31:40,2,-73.97820281982422,40.753765106201165,-73.95774078369139,40.76984024047852,N,651
id1195927,2,2016-03-29 20:48:49,2016-03-29 20:59:32,2,-73.9774169921875,40.76463317871094,-73.98770904541014,40.74396133422852,N,643
id3026385,2,2016-01-06 15:01:17,2016-01-06 15:07:49,1,-73.96668243408203,40.77021026611328,-73.96234130859375,40.77825927734375,N,392
id0662787,1,2016-05-23 16:09:25,2016-05-23 16:18:10,1,-73.98062133789062,40.733985900878906,-73.98544311523438,40.746341705322266,N,525
id0779967,2,2016-02-10 20:11:13,2016-02-10 20:50:16,3,-73.80174255371094,40.64699172973633,-74.00804138183594,40.74087905883789,N,2343
id1033049,2,2016-01-19 04:08:59,2016-01-19 04:16:54,6,-73.98856353759764,40.72029113769531,-73.94882202148438,40.692378997802734,N,475
id0036714,2,2016-02-03 22:34:12,2016-02-03 22:41:57,1,-73.94699096679686,40.77608871459961,-73.97925567626953,40.73469161987305,N,465
id1502246,2,2016-05-02 22:58:33,2016-05-02 23:20:37,1,-74.00630187988281,40.73360824584961,-73.97210693359375,40.67066955566406,N,1324
id2009029,2,2016-04-19 21:47:48,2016-04-19 22:01:20,1,-74.0094223022461,40.70621109008789,-73.94818878173827,40.77444839477539,N,812
id0012358,1,2016-03-31 07:46:24,2016-03-31 07:52:00,1,-73.99769592285155,40.760372161865234,-73.99234008789062,40.77068328857422,N,336
id0301809,1,2016-02-18 19:06:57,2016-02-18 19:15:40,1,-73.97874450683594,40.75006103515625,-73.97814178466798,40.763042449951165,N,523
id3647768,1,2016-04-14 11:14:12,2016-04-14 11:31:57,1,-73.97589874267578,40.7558708190918,-73.96080780029298,40.76058197021485,N,1065
id0338362,1,2016-06-04 01:14:44,2016-06-04 01:52:09,2,-73.98866271972656,40.721309661865234,-73.99472808837889,40.75933456420898,N,2245
id1174149,2,2016-01-01 16:12:39,2016-01-01 16:29:35,1,-73.98473358154298,40.71538925170898,-73.92952728271484,40.694068908691406,N,1016
id1806563,1,2016-05-13 11:04:54,2016-05-13 11:10:42,1,-73.97161102294923,40.765449523925774,-73.96782684326173,40.759559631347656,N,348
id1914265,1,2016-05-16 21:02:12,2016-05-16 21:03:53,1,-73.9913330078125,40.75085067749024,-73.99237060546875,40.74554443359375,N,101
id0714987,2,2016-04-26 16:05:07,2016-04-26 16:23:36,1,-73.97015380859375,40.78924179077149,-73.96334838867188,40.772075653076165,N,1109
id0825497,2,2016-03-17 08:46:13,2016-03-17 09:02:22,1,-73.95356750488281,40.76710891723633,-73.97325134277344,40.747859954833984,N,969
id0610408,1,2016-02-21 17:21:18,2016-02-21 17:36:42,1,-73.97925567626953,40.766639709472656,-73.9635238647461,40.805370330810554,N,924
id1258503,2,2016-03-03 08:57:38,2016-03-03 09:11:07,1,-74.00594329833984,40.74443817138672,-73.99239349365233,40.727500915527344,N,809
id3072142,2,2016-06-01 14:48:42,2016-06-01 14:54:08,2,-73.96729278564453,40.79832077026367,-73.95321655273438,40.81761932373047,N,326
id0615450,1,2016-03-12 10:23:23,2016-03-12 10:41:49,2,-73.974609375,40.756393432617195,-74.01505279541014,40.709487915039055,N,1106
id2160654,1,2016-02-02 07:21:29,2016-02-02 07:29:41,1,-73.99402618408203,40.75114440917969,-73.9827423095703,40.754253387451165,N,492
id1716360,1,2016-04-21 11:30:11,2016-04-21 11:47:57,1,-73.97682189941406,40.76482009887695,-73.94189453125,40.79875183105469,N,1066
id2870984,1,2016-03-30 09:37:18,2016-03-30 09:50:20,1,-73.97161865234375,40.79532241821289,-73.98207092285155,40.76875686645508,N,782
id1672585,1,2016-06-14 16:32:18,2016-06-14 16:38:21,1,-73.99134063720702,40.74234008789063,-74.00460052490233,40.74052429199219,N,363
id0793722,1,2016-06-26 22:58:19,2016-06-26 23:18:48,1,-73.9593048095703,40.7424430847168,-73.97632598876953,40.74008560180664,N,1229
id1787454,2,2016-02-05 13:20:12,2016-02-05 13:40:39,1,-73.97650909423827,40.78874588012695,-73.99474334716798,40.750301361083984,N,1227
id2530399,1,2016-06-22 00:51:47,2016-06-22 00:59:29,1,-73.97402954101561,40.75398635864258,-73.98418426513672,40.72715759277344,N,462
id1777493,2,2016-06-22 21:11:56,2016-06-22 21:31:32,1,-73.94730377197266,40.79092025756836,-73.98356628417967,40.73912811279297,N,1176
id1510955,1,2016-06-26 08:43:39,2016-06-26 08:53:36,1,-73.99349975585938,40.72100830078125,-73.97506713867188,40.7509994506836,N,597
id2249344,2,2016-02-15 22:55:39,2016-02-15 23:13:09,1,-73.99188995361328,40.71598815917969,-73.95011138916014,40.775981903076165,N,1050
id3939131,1,2016-06-09 08:11:06,2016-06-09 08:23:33,1,-73.9846420288086,40.728702545166016,-74.00446319580078,40.70644760131836,N,747
id0546589,1,2016-02-25 20:34:04,2016-02-25 20:41:22,1,-73.9855728149414,40.7527732849121,-73.96337127685547,40.75755310058594,N,438
id3071413,1,2016-01-04 09:10:12,2016-01-04 09:19:44,1,-73.99236297607422,40.75879287719727,-73.99278259277344,40.7374153137207,N,572
id3840015,1,2016-02-05 21:03:24,2016-02-05 21:17:52,1,-73.95406341552734,40.77823257446289,-73.96049499511719,40.81399154663086,N,868
id2985251,2,2016-04-28 19:21:05,2016-04-28 19:26:03,1,-74.0111312866211,40.715728759765625,-74.00517272949219,40.71199035644531,N,298
id3265762,2,2016-02-07 12:22:13,2016-02-07 12:36:56,1,-73.77674102783203,40.64542388916016,-73.8577423095703,40.73306274414063,N,883
id0989786,1,2016-01-25 19:04:40,2016-01-25 19:10:37,1,-73.91057586669923,40.77602767944336,-73.90370178222656,40.771183013916016,N,357
id1242920,1,2016-05-18 10:53:29,2016-05-18 11:04:31,1,-73.97980499267578,40.74916458129882,-73.99141693115233,40.730178833007805,N,662
id3676380,2,2016-01-14 08:19:09,2016-01-14 08:23:16,1,-73.97100067138672,40.7646484375,-73.97691345214844,40.75920104980469,N,247
id3538206,2,2016-01-08 10:24:14,2016-01-08 10:36:04,1,-74.0076675415039,40.74284362792969,-74.0087661743164,40.70397186279297,N,710
id0621488,2,2016-06-18 15:57:41,2016-06-18 16:18:36,5,-74.00071716308595,40.76208114624024,-74.00244903564453,40.7087516784668,N,1255
id1498341,1,2016-02-21 03:33:00,2016-02-21 03:38:33,1,-73.97785186767578,40.742141723632805,-73.9686279296875,40.758834838867195,N,333
id1352587,1,2016-02-24 11:18:58,2016-02-24 11:37:14,1,-73.98508453369139,40.73646545410156,-74.00379180908203,40.73122787475586,N,1096
id0139119,2,2016-06-24 15:55:48,2016-06-24 16:09:49,1,-73.98065185546875,40.7458381652832,-73.96260070800781,40.77019119262695,N,841
id3449772,2,2016-04-21 21:30:31,2016-04-21 21:40:34,1,-73.97167205810547,40.76546096801758,-73.95558166503906,40.78799057006836,N,603
id3980124,1,2016-06-04 12:50:59,2016-06-04 13:01:53,4,-73.9821014404297,40.750038146972656,-73.97847747802734,40.755950927734375,N,654
id2657950,1,2016-03-07 02:22:54,2016-03-07 02:43:51,1,-73.9622344970703,40.76049041748047,-73.96206665039062,40.76082611083984,N,1257
id2979947,2,2016-03-31 11:10:09,2016-03-31 11:24:59,1,-73.96240234375,40.75541305541992,-73.95628356933594,40.784446716308594,N,890
id1372402,1,2016-06-05 15:03:48,2016-06-05 15:14:51,1,-74.0013427734375,40.73128128051758,-74.00538635253906,40.72298049926758,N,663
id3381738,1,2016-03-18 13:14:34,2016-03-18 13:31:07,1,-73.99642944335938,40.74324035644531,-73.98665618896483,40.77585220336913,N,993
id3814954,2,2016-04-03 10:46:01,2016-04-03 11:11:20,1,-73.98909759521484,40.7586784362793,-73.99847412109375,40.71470642089844,N,1519
id0551918,2,2016-04-10 15:31:14,2016-04-10 15:39:33,1,-73.98907470703125,40.7485237121582,-73.97925567626953,40.74414825439453,N,499
id3762524,2,2016-04-25 13:54:37,2016-04-25 13:59:44,2,-73.9884262084961,40.755279541015625,-73.98287200927734,40.750606536865234,N,307
id1927110,2,2016-05-29 16:49:08,2016-05-29 17:11:15,2,-73.98319244384764,40.78524017333984,-73.97823333740233,40.748321533203125,N,1327
id3525477,2,2016-06-07 08:37:07,2016-06-07 09:15:13,1,-73.98897552490233,40.74169158935546,-73.96322631835938,40.80873107910156,N,2286
id1762782,1,2016-04-14 21:30:49,2016-04-14 22:09:20,1,-73.9910888671875,40.73493576049805,-74.11869049072266,40.601165771484375,N,2311
id2652090,2,2016-06-04 10:13:20,2016-06-04 10:18:14,2,-73.99417114257811,40.719993591308594,-73.99235534667967,40.73046875,N,294
id3450578,1,2016-03-18 14:12:02,2016-03-18 14:50:07,1,-73.96442413330078,40.760417938232415,-74.00322723388672,40.7590446472168,N,2285
id1910730,1,2016-06-25 17:33:24,2016-06-25 17:46:52,2,-73.96897888183594,40.75755310058594,-73.9795379638672,40.734962463378906,N,808
id1186814,2,2016-01-09 23:32:59,2016-01-09 23:48:51,5,-74.00479888916014,40.7418098449707,-73.98330688476561,40.73469924926758,N,952
id0450317,1,2016-02-24 12:25:35,2016-02-24 13:10:02,1,-73.95409393310547,40.78483581542969,-73.96671295166014,40.68962860107422,N,2667
id3152252,1,2016-03-20 13:26:24,2016-03-20 13:33:57,1,-73.9700698852539,40.79991149902344,-73.97320556640625,40.78278732299805,N,453
id1930613,1,2016-04-18 20:08:35,2016-04-18 20:16:23,1,-73.97576904296875,40.76070785522461,-73.9603500366211,40.766395568847656,N,468
id2083326,2,2016-06-07 22:39:55,2016-06-07 22:52:13,1,-73.9783706665039,40.763973236083984,-73.9925079345703,40.75864028930664,N,738
